CASA,FORA,GOLS_CASA,GOLS_FORA,TEMPORADA
Lens,Lyon,1,1,2021
Angers,Montpellier,1,1,2021
Bordeaux,Strasbourg,2,3,2021
Lorient,Brest,1,0,2021
Nantes,Nice,1,2,2021
Reims,Rennes,2,2,2021
Nimes,St Etienne,0,2,2021
Marseille,Dijon,2,0,2021
Metz,Lille,0,2,2021
Strasbourg,Paris SG,1,4,2021
Montpellier,Marseille,3,3,2021
Rennes,Nantes,1,0,2021
Brest,Nimes,1,1,2021
Lens,Lorient,4,1,2021
Nice,Reims,0,0,2021
St Etienne,Bordeaux,4,1,2021
Monaco,Dijon,3,0,2021
Lyon,Angers,3,0,2021
Lille,Montpellier,1,1,2021
Angers,Rennes,0,3,2021
Marseille,Lorient,3,2,2021
Paris SG,St Etienne,3,2,2021
Brest,Lens,1,1,2021
Dijon,Nice,2,0,2021
Nimes,Strasbourg,1,1,2021
Reims,Metz,0,0,2021
Bordeaux,Monaco,0,3,2021
Nantes,Lyon,1,2,2021
Reims,Marseille,1,3,2021
St Etienne,Brest,1,2,2021
Metz,Paris SG,1,3,2021
Nice,Montpellier,3,1,2021
Lens,Nimes,2,1,2021
Lorient,Bordeaux,4,1,2021
Rennes,Dijon,5,1,2021
Strasbourg,Nantes,1,2,2021
Angers,Monaco,0,1,2021
Lyon,Lille,2,3,2021
Marseille,Strasbourg,1,1,2021
Paris SG,Lens,2,1,2021
Lille,Nice,2,0,2021
Bordeaux,Rennes,1,0,2021
Brest,Nantes,1,4,2021
Dijon,Metz,1,5,2021
Lorient,Angers,2,0,2021
Nimes,Reims,2,2,2021
Montpellier,St Etienne,1,2,2021
Monaco,Lyon,2,3,2021
Lens,Lille,0,3,2021
Nantes,Bordeaux,3,0,2021
Lyon,Lorient,4,1,2021
St Etienne,Marseille,1,0,2021
Angers,Dijon,3,0,2021
Metz,Nimes,0,3,2021
Nice,Brest,3,2,2021
Strasbourg,Montpellier,2,3,2021
Reims,Monaco,0,1,2021
Rennes,Paris SG,1,1,2021
Bordeaux,Lens,3,0,2021
Dijon,Nantes,0,4,2021
Lille,St Etienne,0,0,2021
Lorient,Metz,2,1,2021
Marseille,Angers,3,2,2021
Monaco,Rennes,2,1,2021
Montpellier,Brest,0,0,2021
Nice,Strasbourg,0,2,2021
Nimes,Lyon,2,5,2021
Paris SG,Reims,4,0,2021
Angers,Lille,1,2,2021
Brest,Paris SG,0,2,2021
Lens,Monaco,0,0,2021
Lyon,Nice,2,3,2021
Metz,Marseille,1,1,2021
Nantes,Montpellier,1,2,2021
Reims,Bordeaux,1,2,2021
Rennes,Nimes,2,0,2021
St Etienne,Dijon,0,1,2021
Strasbourg,Lorient,1,1,2021
Brentford,Arsenal,2,0,2122
Man United,Leeds,5,1,2122
Burnley,Brighton,1,2,2122
Chelsea,Crystal Palace,3,0,2122
Everton,Southampton,3,1,2122
Leicester,Wolves,1,0,2122
Watford,Aston Villa,3,2,2122
Norwich,Liverpool,0,3,2122
Newcastle,West Ham,2,4,2122
Tottenham,Man City,1,0,2122
Liverpool,Burnley,2,0,2122
Aston Villa,Newcastle,2,0,2122
Crystal Palace,Brentford,0,0,2122
Leeds,Everton,2,2,2122
Man City,Norwich,5,0,2122
Brighton,Watford,2,0,2122
Southampton,Man United,1,1,2122
Wolves,Tottenham,0,1,2122
Arsenal,Chelsea,0,2,2122
West Ham,Leicester,4,1,2122
Man City,Arsenal,5,0,2122
Aston Villa,Brentford,1,1,2122
Brighton,Everton,0,2,2122
Newcastle,Southampton,2,2,2122
Norwich,Leicester,1,2,2122
West Ham,Crystal Palace,2,2,2122
Liverpool,Chelsea,1,1,2122
Burnley,Leeds,1,1,2122
Tottenham,Watford,1,0,2122
Wolves,Man United,0,1,2122
Crystal Palace,Tottenham,3,0,2122
Arsenal,Norwich,1,0,2122
Brentford,Brighton,0,1,2122
Leicester,Man City,0,1,2122
Man United,Newcastle,4,1,2122
Southampton,West Ham,0,0,2122
Watford,Wolves,0,2,2122
Chelsea,Aston Villa,3,0,2122
Leeds,Liverpool,0,3,2122
Everton,Burnley,3,1,2122
Newcastle,Leeds,1,1,2122
Wolves,Brentford,0,2,2122
Burnley,Arsenal,0,1,2122
Liverpool,Crystal Palace,3,0,2122
Man City,Southampton,0,0,2122
Norwich,Watford,1,3,2122
Aston Villa,Everton,3,0,2122
Brighton,Leicester,2,1,2122
West Ham,Man United,1,2,2122
Tottenham,Chelsea,0,3,2122
Chelsea,Man City,0,1,2122
Man United,Aston Villa,0,1,2122
Everton,Norwich,2,0,2122
Leeds,West Ham,1,2,2122
Leicester,Burnley,2,2,2122
Watford,Newcastle,1,1,2122
Brentford,Liverpool,3,3,2122
Southampton,Wolves,0,1,2122
Arsenal,Tottenham,3,1,2122
Crystal Palace,Brighton,1,1,2122
Man United,Everton,1,1,2122
Burnley,Norwich,0,0,2122
Chelsea,Southampton,3,1,2122
Leeds,Watford,1,0,2122
Wolves,Newcastle,2,1,2122
Brighton,Arsenal,0,0,2122
Crystal Palace,Leicester,2,2,2122
Tottenham,Aston Villa,2,1,2122
West Ham,Brentford,1,2,2122
Liverpool,Man City,2,2,2122
Watford,Liverpool,0,5,2122
Aston Villa,Wolves,2,3,2122
Leicester,Man United,4,2,2122
Man City,Burnley,2,0,2122
Norwich,Brighton,0,0,2122
Southampton,Leeds,1,0,2122
Brentford,Chelsea,0,1,2122
Everton,West Ham,0,1,2122
Newcastle,Tottenham,2,3,2122
Arsenal,Crystal Palace,2,2,2122
Arsenal,Aston Villa,3,1,2122
Chelsea,Norwich,7,0,2122
Crystal Palace,Newcastle,1,1,2122
Everton,Watford,2,5,2122
Leeds,Wolves,1,1,2122
Southampton,Burnley,2,2,2122
Brighton,Man City,1,4,2122
Brentford,Leicester,1,2,2122
West Ham,Tottenham,1,0,2122
Man United,Liverpool,0,5,2122
Leicester,Arsenal,0,2,2122
Burnley,Brentford,3,1,2122
Liverpool,Brighton,2,2,2122
Man City,Crystal Palace,0,2,2122
Newcastle,Chelsea,0,3,2122
Watford,Southampton,0,1,2122
Tottenham,Man United,0,3,2122
Norwich,Leeds,1,2,2122
Aston Villa,West Ham,1,4,2122
Wolves,Everton,2,1,2122
Southampton,Aston Villa,1,0,2122
Man United,Man City,0,2,2122
Brentford,Norwich,1,2,2122
Chelsea,Burnley,1,1,2122
Crystal Palace,Wolves,2,0,2122
Brighton,Newcastle,1,1,2122
Arsenal,Watford,1,0,2122
Everton,Tottenham,0,0,2122
Leeds,Leicester,1,1,2122
West Ham,Liverpool,3,2,2122
Leicester,Chelsea,0,3,2122
Aston Villa,Brighton,2,0,2122
Burnley,Crystal Palace,3,3,2122
Newcastle,Brentford,3,3,2122
Norwich,Southampton,2,1,2122
Watford,Man United,4,1,2122
Wolves,West Ham,1,0,2122
Liverpool,Arsenal,4,0,2122
Man City,Everton,3,0,2122
Tottenham,Leeds,2,1,2122
Arsenal,Newcastle,2,0,2122
Crystal Palace,Aston Villa,1,2,2122
Liverpool,Southampton,4,0,2122
Norwich,Wolves,0,0,2122
Brighton,Leeds,0,0,2122
Brentford,Everton,1,0,2122
Leicester,Watford,4,2,2122
Man City,West Ham,2,1,2122
Chelsea,Man United,1,1,2122
Newcastle,Norwich,1,1,2122
Leeds,Crystal Palace,1,0,2122
Southampton,Leicester,2,2,2122
Watford,Chelsea,1,2,2122
West Ham,Brighton,1,1,2122
Wolves,Burnley,0,0,2122
Aston Villa,Man City,1,2,2122
Everton,Liverpool,1,4,2122
Tottenham,Brentford,2,0,2122
Man United,Arsenal,3,2,2122
West Ham,Chelsea,3,2,2122
Newcastle,Burnley,1,0,2122
Southampton,Brighton,1,1,2122
Wolves,Liverpool,0,1,2122
Watford,Man City,1,3,2122
Leeds,Brentford,2,2,2122
Man United,Crystal Palace,1,0,2122
Tottenham,Norwich,3,0,2122
Aston Villa,Leicester,2,1,2122
Everton,Arsenal,2,1,2122
Brentford,Watford,2,1,2122
Man City,Wolves,1,0,2122
Arsenal,Southampton,3,0,2122
Chelsea,Leeds,3,2,2122
Liverpool,Aston Villa,1,0,2122
Norwich,Man United,0,1,2122
Burnley,West Ham,0,0,2122
Leicester,Newcastle,4,0,2122
Crystal Palace,Everton,3,1,2122
Norwich,Aston Villa,0,2,2122
Man City,Leeds,7,0,2122
Brighton,Wolves,0,1,2122
Crystal Palace,Southampton,2,2,2122
Arsenal,West Ham,2,0,2122
Chelsea,Everton,1,1,2122
Liverpool,Newcastle,3,1,2122
Leeds,Arsenal,1,4,2122
Newcastle,Man City,0,4,2122
Wolves,Chelsea,0,0,2122
Tottenham,Liverpool,2,2,2122
Man City,Leicester,6,3,2122
Norwich,Arsenal,0,5,2122
Tottenham,Crystal Palace,3,0,2122
West Ham,Southampton,2,3,2122
Aston Villa,Chelsea,1,3,2122
Brighton,Brentford,2,0,2122
Newcastle,Man United,1,1,2122
Crystal Palace,Norwich,3,0,2122
Southampton,Tottenham,1,1,2122
Watford,West Ham,1,4,2122
Leicester,Liverpool,1,0,2122
Chelsea,Brighton,1,1,2122
Brentford,Man City,0,1,2122
Man United,Burnley,3,1,2122
Arsenal,Man City,1,2,2122
Watford,Tottenham,0,1,2122
Crystal Palace,West Ham,2,3,2122
Brentford,Aston Villa,2,1,2122
Everton,Brighton,2,3,2122
Leeds,Burnley,3,1,2122
Chelsea,Liverpool,2,2,2122
Man United,Wolves,0,1,2122
Southampton,Brentford,4,1,2122
West Ham,Norwich,2,0,2122
Brighton,Crystal Palace,1,1,2122
Man City,Chelsea,1,0,2122
Newcastle,Watford,1,1,2122
Norwich,Everton,2,1,2122
Wolves,Southampton,3,1,2122
Aston Villa,Man United,2,2,2122
Liverpool,Brentford,3,0,2122
West Ham,Leeds,2,3,2122
Brighton,Chelsea,1,1,2122
Leicester,Tottenham,2,3,2122
Brentford,Man United,1,3,2122
Watford,Norwich,0,3,2122
Everton,Aston Villa,0,1,2122
Brentford,Wolves,1,2,2122
Leeds,Newcastle,0,1,2122
Man United,West Ham,1,0,2122
Southampton,Man City,1,1,2122
Arsenal,Burnley,0,0,2122
Crystal Palace,Liverpool,1,3,2122
Leicester,Brighton,1,1,2122
Chelsea,Tottenham,2,0,2122
Burnley,Watford,0,0,2122
Newcastle,Everton,3,1,2122
West Ham,Watford,1,0,2122
Burnley,Man United,1,1,2122
Man City,Brentford,2,0,2122
Norwich,Crystal Palace,1,1,2122
Tottenham,Southampton,2,3,2122
Aston Villa,Leeds,3,3,2122
Liverpool,Leicester,2,0,2122
Wolves,Arsenal,0,1,2122
Man United,Southampton,1,1,2122
Brentford,Crystal Palace,0,0,2122
Everton,Leeds,3,0,2122
Watford,Brighton,0,2,2122
Norwich,Man City,0,4,2122
Burnley,Liverpool,0,1,2122
Newcastle,Aston Villa,1,0,2122
Tottenham,Wolves,0,2,2122
Leicester,West Ham,2,2,2122
Man United,Brighton,2,0,2122
West Ham,Newcastle,1,1,2122
Arsenal,Brentford,2,1,2122
Aston Villa,Watford,0,1,2122
Brighton,Burnley,0,3,2122
Crystal Palace,Chelsea,0,1,2122
Liverpool,Norwich,3,1,2122
Southampton,Everton,2,0,2122
Man City,Tottenham,2,3,2122
Leeds,Man United,2,4,2122
Wolves,Leicester,2,1,2122
Burnley,Tottenham,1,0,2122
Watford,Crystal Palace,1,4,2122
Liverpool,Leeds,6,0,2122
Arsenal,Wolves,2,1,2122
Southampton,Norwich,2,0,2122
Leeds,Tottenham,0,4,2122
Brentford,Newcastle,0,2,2122
Crystal Palace,Burnley,1,1,2122
Man United,Watford,0,0,2122
Brighton,Aston Villa,0,2,2122
Everton,Man City,0,1,2122
West Ham,Wolves,1,0,2122
Burnley,Leicester,0,2,2122
Leicester,Leeds,1,0,2122
Aston Villa,Southampton,4,0,2122
Burnley,Chelsea,0,4,2122
Newcastle,Brighton,2,1,2122
Norwich,Brentford,1,3,2122
Wolves,Crystal Palace,0,2,2122
Liverpool,West Ham,1,0,2122
Watford,Arsenal,2,3,2122
Man City,Man United,4,1,2122
Tottenham,Everton,5,0,2122
Norwich,Chelsea,1,3,2122
Southampton,Newcastle,1,2,2122
Wolves,Watford,4,0,2122
Leeds,Aston Villa,0,3,2122
Brighton,Liverpool,0,2,2122
Brentford,Burnley,2,0,2122
Man United,Tottenham,3,2,2122
Chelsea,Newcastle,1,0,2122
Everton,Wolves,0,1,2122
Leeds,Norwich,2,1,2122
Southampton,Watford,1,2,2122
West Ham,Aston Villa,2,1,2122
Arsenal,Leicester,2,0,2122
Crystal Palace,Man City,0,0,2122
Brighton,Tottenham,0,2,2122
Arsenal,Liverpool,0,2,2122
Everton,Newcastle,1,0,2122
Wolves,Leeds,2,3,2122
Aston Villa,Arsenal,0,1,2122
Leicester,Brentford,2,1,2122
Tottenham,West Ham,3,1,2122
Liverpool,Watford,2,0,2122
Brighton,Norwich,0,0,2122
Burnley,Man City,0,2,2122
Chelsea,Brentford,1,4,2122
Leeds,Southampton,1,1,2122
Wolves,Aston Villa,2,1,2122
Man United,Leicester,1,1,2122
West Ham,Everton,2,1,2122
Tottenham,Newcastle,5,1,2122
Crystal Palace,Arsenal,3,0,2122
Burnley,Everton,3,2,2122
Newcastle,Wolves,1,0,2122
Everton,Man United,1,0,2122
Arsenal,Brighton,1,2,2122
Southampton,Chelsea,0,6,2122
Watford,Leeds,0,3,2122
Aston Villa,Tottenham,0,4,2122
Brentford,West Ham,2,0,2122
Leicester,Crystal Palace,2,1,2122
Norwich,Burnley,2,0,2122
Man City,Liverpool,2,2,2122
Tottenham,Brighton,0,1,2122
Man United,Norwich,3,2,2122
Southampton,Arsenal,1,0,2122
Watford,Brentford,1,2,2122
Newcastle,Leicester,2,1,2122
West Ham,Burnley,1,1,2122
Liverpool,Man United,4,0,2122
Chelsea,Arsenal,2,4,2122
Everton,Leicester,1,1,2122
Newcastle,Crystal Palace,1,0,2122
Man City,Brighton,3,0,2122
Burnley,Southampton,2,0,2122
Arsenal,Man United,3,1,2122
Leicester,Aston Villa,0,0,2122
Man City,Watford,5,1,2122
Norwich,Newcastle,0,3,2122
Brentford,Tottenham,0,0,2122
Brighton,Southampton,2,2,2122
Burnley,Wolves,1,0,2122
Chelsea,West Ham,1,0,2122
Liverpool,Everton,2,0,2122
Crystal Palace,Leeds,0,0,2122
Man United,Chelsea,1,1,2122
Newcastle,Liverpool,0,1,2122
Aston Villa,Norwich,2,0,2122
Southampton,Crystal Palace,1,2,2122
Watford,Burnley,1,2,2122
Wolves,Brighton,0,3,2122
Leeds,Man City,0,4,2122
Everton,Chelsea,1,0,2122
Tottenham,Leicester,3,1,2122
West Ham,Arsenal,1,2,2122
Man United,Brentford,3,0,2122
Brentford,Southampton,3,0,2122
Burnley,Aston Villa,1,3,2122
Chelsea,Wolves,2,2,2122
Crystal Palace,Watford,1,0,2122
Brighton,Man United,4,0,2122
Liverpool,Tottenham,1,1,2122
Arsenal,Leeds,2,1,2122
Leicester,Everton,1,2,2122
Norwich,West Ham,0,4,2122
Man City,Newcastle,5,0,2122
Aston Villa,Liverpool,1,2,2122
Leeds,Chelsea,0,3,2122
Leicester,Norwich,3,0,2122
Watford,Everton,0,0,2122
Wolves,Man City,1,5,2122
Tottenham,Arsenal,3,0,2122
Tottenham,Burnley,1,0,2122
Aston Villa,Crystal Palace,1,1,2122
Leeds,Brighton,1,1,2122
Watford,Leicester,1,5,2122
West Ham,Man City,2,2,2122
Wolves,Norwich,1,1,2122
Everton,Brentford,2,3,2122
Newcastle,Arsenal,2,0,2122
Southampton,Liverpool,1,2,2122
Everton,Crystal Palace,3,2,2122
Aston Villa,Burnley,1,1,2122
Chelsea,Leicester,1,1,2122
Arsenal,Everton,5,1,2122
Brentford,Leeds,1,2,2122
Brighton,West Ham,3,1,2122
Burnley,Newcastle,1,2,2122
Chelsea,Watford,2,1,2122
Crystal Palace,Man United,1,0,2122
Leicester,Southampton,4,1,2122
Liverpool,Wolves,3,1,2122
Man City,Aston Villa,3,2,2122
Norwich,Tottenham,0,5,2122
Valencia,Getafe,1,0,2122
Cadiz,Levante,1,1,2122
Mallorca,Betis,1,1,2122
Alaves,Real Madrid,1,4,2122
Osasuna,Espanol,0,0,2122
Celta,Ath Madrid,1,2,2122
Barcelona,Sociedad,4,2,2122
Sevilla,Vallecano,3,0,2122
Villarreal,Granada,0,0,2122
Elche,Ath Bilbao,0,0,2122
Betis,Cadiz,1,1,2122
Alaves,Mallorca,0,1,2122
Espanol,Villarreal,0,0,2122
Granada,Valencia,1,1,2122
Ath Bilbao,Barcelona,1,1,2122
Sociedad,Vallecano,1,0,2122
Ath Madrid,Elche,1,0,2122
Levante,Real Madrid,3,3,2122
Getafe,Sevilla,0,1,2122
Osasuna,Celta,0,0,2122
Mallorca,Espanol,1,0,2122
Valencia,Alaves,3,0,2122
Celta,Ath Bilbao,0,1,2122
Elche,Sevilla,1,1,2122
Sociedad,Levante,1,0,2122
Betis,Real Madrid,0,1,2122
Barcelona,Getafe,2,1,2122
Cadiz,Osasuna,2,3,2122
Vallecano,Granada,4,0,2122
Ath Madrid,Villarreal,2,2,2122
Levante,Vallecano,1,1,2122
Ath Bilbao,Mallorca,2,0,2122
Espanol,Ath Madrid,1,2,2122
Osasuna,Valencia,1,4,2122
Cadiz,Sociedad,0,2,2122
Real Madrid,Celta,5,2,2122
Getafe,Elche,0,1,2122
Granada,Betis,1,2,2122
Celta,Cadiz,1,2,2122
Vallecano,Getafe,3,0,2122
Ath Madrid,Ath Bilbao,0,0,2122
Elche,Levante,1,1,2122
Alaves,Osasuna,0,2,2122
Mallorca,Villarreal,0,0,2122
Sociedad,Sevilla,0,0,2122
Betis,Espanol,2,2,2122
Valencia,Real Madrid,1,2,2122
Barcelona,Granada,1,1,2122
Getafe,Ath Madrid,1,2,2122
Ath Bilbao,Vallecano,1,2,2122
Levante,Celta,0,2,2122
Espanol,Alaves,1,0,2122
Sevilla,Valencia,3,1,2122
Real Madrid,Mallorca,6,1,2122
Villarreal,Elche,4,1,2122
Granada,Sociedad,2,3,2122
Osasuna,Betis,1,3,2122
Cadiz,Barcelona,0,0,2122
Alaves,Ath Madrid,1,0,2122
Valencia,Ath Bilbao,1,1,2122
Sevilla,Espanol,2,0,2122
Real Madrid,Villarreal,0,0,2122
Mallorca,Osasuna,2,3,2122
Barcelona,Levante,3,0,2122
Sociedad,Elche,1,0,2122
Vallecano,Cadiz,3,1,2122
Betis,Getafe,2,0,2122
Celta,Granada,1,0,2122
Ath Bilbao,Alaves,1,0,2122
Osasuna,Vallecano,1,0,2122
Mallorca,Levante,1,0,2122
Cadiz,Valencia,0,0,2122
Ath Madrid,Barcelona,2,0,2122
Elche,Celta,1,0,2122
Espanol,Real Madrid,2,1,2122
Getafe,Sociedad,1,1,2122
Villarreal,Betis,2,0,2122
Granada,Sevilla,1,0,2122
Levante,Getafe,0,0,2122
Sociedad,Mallorca,1,0,2122
Vallecano,Elche,2,1,2122
Celta,Sevilla,0,1,2122
Villarreal,Osasuna,1,2,2122
Barcelona,Valencia,3,1,2122
Alaves,Betis,0,1,2122
Espanol,Cadiz,2,0,2122
Osasuna,Granada,1,1,2122
Valencia,Mallorca,2,2,2122
Cadiz,Alaves,0,2,2122
Elche,Espanol,2,2,2122
Ath Bilbao,Villarreal,2,1,2122
Sevilla,Levante,5,3,2122
Barcelona,Real Madrid,1,2,2122
Betis,Vallecano,3,2,2122
Ath Madrid,Sociedad,2,2,2122
Getafe,Celta,0,3,2122
Alaves,Elche,1,0,2122
Espanol,Ath Bilbao,1,1,2122
Villarreal,Cadiz,3,3,2122
Mallorca,Sevilla,1,1,2122
Vallecano,Barcelona,1,0,2122
Betis,Valencia,4,1,2122
Real Madrid,Osasuna,0,0,2122
Celta,Sociedad,0,2,2122
Granada,Getafe,1,1,2122
Levante,Ath Madrid,2,2,2122
Elche,Real Madrid,1,2,2122
Sevilla,Osasuna,2,0,2122
Valencia,Villarreal,2,0,2122
Barcelona,Alaves,1,1,2122
Cadiz,Mallorca,1,1,2122
Ath Madrid,Betis,3,0,2122
Getafe,Espanol,2,1,2122
Sociedad,Ath Bilbao,1,1,2122
Vallecano,Celta,0,0,2122
Levante,Granada,0,3,2122
Ath Bilbao,Cadiz,0,1,2122
Espanol,Granada,2,0,2122
Celta,Barcelona,3,3,2122
Alaves,Levante,2,1,2122
Real Madrid,Vallecano,2,1,2122
Villarreal,Getafe,1,0,2122
Valencia,Ath Madrid,3,3,2122
Mallorca,Elche,2,2,2122
Osasuna,Sociedad,0,2,2122
Betis,Sevilla,0,2,2122
Levante,Ath Bilbao,0,0,2122
Celta,Villarreal,1,1,2122
Sevilla,Alaves,2,2,2122
Ath Madrid,Osasuna,1,0,2122
Barcelona,Espanol,1,0,2122
Getafe,Cadiz,4,0,2122
Granada,Real Madrid,1,4,2122
Elche,Betis,0,3,2122
Sociedad,Valencia,0,0,2122
Vallecano,Mallorca,3,1,2122
Ath Bilbao,Granada,2,2,2122
Alaves,Celta,1,2,2122
Valencia,Vallecano,1,1,2122
Mallorca,Getafe,0,0,2122
Villarreal,Barcelona,1,3,2122
Betis,Levante,3,1,2122
Espanol,Sociedad,1,0,2122
Cadiz,Ath Madrid,1,4,2122
Real Madrid,Sevilla,2,1,2122
Osasuna,Elche,1,1,2122
Real Madrid,Ath Bilbao,1,0,2122
Granada,Alaves,2,1,2122
Sevilla,Villarreal,1,0,2122
Barcelona,Betis,0,1,2122
Ath Madrid,Mallorca,1,2,2122
Sociedad,Real Madrid,0,2,2122
Vallecano,Espanol,1,0,2122
Elche,Cadiz,3,1,2122
Levante,Osasuna,0,0,2122
Celta,Valencia,1,2,2122
Getafe,Ath Bilbao,0,0,2122
Mallorca,Celta,0,0,2122
Espanol,Levante,4,3,2122
Alaves,Getafe,1,1,2122
Valencia,Elche,2,1,2122
Ath Bilbao,Sevilla,0,1,2122
Villarreal,Vallecano,2,0,2122
Osasuna,Barcelona,2,2,2122
Betis,Sociedad,4,0,2122
Real Madrid,Ath Madrid,2,0,2122
Cadiz,Granada,1,1,2122
Celta,Espanol,3,1,2122
Vallecano,Alaves,2,0,2122
Sociedad,Villarreal,1,3,2122
Barcelona,Elche,3,2,2122
Sevilla,Ath Madrid,2,1,2122
Granada,Mallorca,4,1,2122
Ath Bilbao,Betis,3,2,2122
Getafe,Osasuna,1,0,2122
Real Madrid,Cadiz,0,0,2122
Levante,Valencia,3,4,2122
Villarreal,Alaves,5,2,2122
Sevilla,Barcelona,1,1,2122
Granada,Ath Madrid,2,1,2122
Ath Bilbao,Real Madrid,1,2,2122
Valencia,Espanol,1,2,2122
Getafe,Real Madrid,1,0,2122
Ath Madrid,Vallecano,2,0,2122
Elche,Granada,0,0,2122
Alaves,Sociedad,1,1,2122
Betis,Celta,0,2,2122
Mallorca,Barcelona,0,1,2122
Villarreal,Levante,5,0,2122
Osasuna,Ath Bilbao,1,3,2122
Cadiz,Sevilla,0,1,2122
Levante,Mallorca,2,0,2122
Sociedad,Celta,1,0,2122
Granada,Barcelona,1,1,2122
Real Madrid,Valencia,4,1,2122
Vallecano,Betis,1,1,2122
Sevilla,Getafe,1,0,2122
Alaves,Ath Bilbao,0,0,2122
Osasuna,Cadiz,2,0,2122
Villarreal,Ath Madrid,2,2,2122
Espanol,Elche,1,2,2122
Elche,Villarreal,1,0,2122
Betis,Alaves,4,0,2122
Cadiz,Espanol,2,2,2122
Celta,Osasuna,2,0,2122
Valencia,Sevilla,1,1,2122
Getafe,Granada,4,2,2122
Espanol,Betis,1,4,2122
Levante,Cadiz,0,2,2122
Villarreal,Mallorca,3,0,2122
Sevilla,Celta,2,2,2122
Ath Madrid,Valencia,3,2,2122
Granada,Osasuna,0,2,2122
Real Madrid,Elche,2,2,2122
Sociedad,Getafe,0,0,2122
Vallecano,Ath Bilbao,0,1,2122
Alaves,Barcelona,0,1,2122
Getafe,Levante,3,0,2122
Elche,Alaves,3,1,2122
Mallorca,Cadiz,2,1,2122
Celta,Vallecano,2,0,2122
Osasuna,Sevilla,0,0,2122
Valencia,Sociedad,0,0,2122
Barcelona,Ath Madrid,4,2,2122
Betis,Villarreal,0,2,2122
Real Madrid,Granada,1,0,2122
Ath Bilbao,Espanol,2,1,2122
Sevilla,Elche,2,0,2122
Cadiz,Celta,0,0,2122
Villarreal,Real Madrid,0,0,2122
Vallecano,Osasuna,0,3,2122
Ath Madrid,Getafe,4,3,2122
Alaves,Valencia,2,1,2122
Levante,Betis,2,4,2122
Sociedad,Granada,2,0,2122
Espanol,Barcelona,2,2,2122
Mallorca,Ath Bilbao,3,2,2122
Ath Madrid,Levante,0,1,2122
Elche,Vallecano,2,1,2122
Granada,Villarreal,1,4,2122
Osasuna,Ath Madrid,0,3,2122
Cadiz,Getafe,1,1,2122
Real Madrid,Alaves,3,0,2122
Espanol,Sevilla,1,1,2122
Valencia,Barcelona,1,4,2122
Betis,Mallorca,2,1,2122
Ath Bilbao,Sociedad,4,0,2122
Celta,Levante,1,1,2122
Levante,Elche,3,0,2122
Mallorca,Valencia,0,1,2122
Getafe,Alaves,2,2,2122
Vallecano,Real Madrid,0,1,2122
Ath Madrid,Celta,2,0,2122
Villarreal,Espanol,5,1,2122
Sevilla,Betis,2,1,2122
Sociedad,Osasuna,1,0,2122
Barcelona,Ath Bilbao,4,0,2122
Granada,Cadiz,0,0,2122
Mallorca,Sociedad,0,2,2122
Alaves,Sevilla,0,0,2122
Osasuna,Villarreal,1,0,2122
Espanol,Getafe,2,0,2122
Valencia,Granada,3,1,2122
Real Madrid,Sociedad,4,1,2122
Cadiz,Vallecano,2,0,2122
Elche,Barcelona,1,2,2122
Celta,Mallorca,4,3,2122
Betis,Ath Madrid,1,3,2122
Ath Bilbao,Levante,3,1,2122
Ath Madrid,Cadiz,2,1,2122
Levante,Espanol,1,1,2122
Granada,Elche,0,1,2122
Villarreal,Celta,1,0,2122
Getafe,Valencia,0,0,2122
Vallecano,Sevilla,1,1,2122
Betis,Ath Bilbao,1,0,2122
Sociedad,Alaves,1,0,2122
Barcelona,Osasuna,4,0,2122
Mallorca,Real Madrid,0,3,2122
Ath Bilbao,Getafe,1,1,2122
Alaves,Granada,2,3,2122
Elche,Valencia,0,1,2122
Osasuna,Levante,3,1,2122
Vallecano,Ath Madrid,0,1,2122
Espanol,Mallorca,1,0,2122
Cadiz,Villarreal,1,0,2122
Celta,Betis,0,0,2122
Sevilla,Sociedad,0,0,2122
Real Madrid,Barcelona,0,4,2122
Getafe,Mallorca,1,0,2122
Levante,Villarreal,2,0,2122
Celta,Real Madrid,1,2,2122
Ath Madrid,Alaves,4,1,2122
Ath Bilbao,Elche,2,1,2122
Betis,Osasuna,4,1,2122
Granada,Vallecano,2,2,2122
Valencia,Cadiz,0,0,2122
Barcelona,Sevilla,1,0,2122
Sociedad,Espanol,1,0,2122
Sevilla,Granada,4,2,2122
Cadiz,Betis,1,2,2122
Mallorca,Ath Madrid,1,0,2122
Villarreal,Ath Bilbao,1,1,2122
Real Madrid,Getafe,2,0,2122
Osasuna,Alaves,1,0,2122
Espanol,Celta,1,0,2122
Elche,Sociedad,1,2,2122
Levante,Barcelona,2,3,2122
Vallecano,Valencia,1,1,2122
Sociedad,Betis,0,0,2122
Elche,Mallorca,3,0,2122
Alaves,Vallecano,1,0,2122
Valencia,Osasuna,1,2,2122
Getafe,Villarreal,1,2,2122
Granada,Levante,1,4,2122
Ath Madrid,Espanol,2,1,2122
Ath Bilbao,Celta,0,2,2122
Sevilla,Real Madrid,2,3,2122
Barcelona,Cadiz,0,1,2122
Mallorca,Alaves,2,1,2122
Betis,Elche,0,1,2122
Villarreal,Valencia,2,0,2122
Ath Madrid,Granada,0,0,2122
Celta,Getafe,0,2,2122
Osasuna,Real Madrid,1,3,2122
Espanol,Vallecano,0,1,2122
Levante,Sevilla,2,3,2122
